User,Text,Date,Retweets,Favorites
taylorswift13,"This is a video of @mirandalambert sitting on a throne of men at #1989TourGreensboro 🔥🔥🔥 https://t.co/unV6FvYD7q","Thu Oct 22 03:54:42 +0000 2015",10280,27928
taylorswift13,"✨Thanks Lexington, KY!✨
#1989TourLexington https://t.co/geG2coWTiF","Wed Oct 21 02:33:44 +0000 2015",14117,42314
taylorswift13,"RT @billboard: .@TaylorSwift13's ""Blank Space"" is now the most viewed video on @Vevo https://t.co/fDCw2WPLRU","Tue Oct 20 19:19:04 +0000 2015",7702,0
taylorswift13,"RT @Vevo: Take a bow, @taylorswift13! #BlankSpace is now the most viewed vid on Vevo! https://t.co/ROTcKad8iA #BlankSpaceVevo https://t.co/…","Tue Oct 20 18:43:54 +0000 2015",9794,0
taylorswift13,"RT @JimmyKimmelLive: Backstage at #KimmelinBrooklyn - NEW show tonight with @TheRyanAdams #1989 11:35|10:35c #ABC https://t.co/UkD4tzqu4p","Tue Oct 20 00:43:35 +0000 2015",2795,0
taylorswift13,"One of my favorite people to ever have been interviewed by: @TheRyanAdams 

https://t.co/vV4TZFYl7X","Mon Oct 19 18:57:03 +0000 2015",9557,26320
taylorswift13,"RT @billboard: 8 (impressive) things you didn't know about @TaylorSwift13's #1989: http://t.co/rW6li8921f http://t.co/fKuyJ1qlS1","Sun Oct 18 19:35:27 +0000 2015",5944,0
taylorswift13,"RT @taylornation13: 'I can't see clear no more' bc the beautiful @elliegoulding blessed us w/ 'Love Me Like You Do' at #1989TourDallas 👯 ht…","Sun Oct 18 10:05:31 +0000 2015",10397,0
taylorswift13,"60,000 people at  #1989TourArlington tonight. What a night ✨ http://t.co/iz06o6ZvyO","Sun Oct 18 09:09:14 +0000 2015",16061,42239
taylorswift13,"What are you waiting for?
@elliegoulding http://t.co/Tn2Q2IjiJ4","Sun Oct 18 06:37:54 +0000 2015",20152,45153
taylorswift13,"Band aids don't fix kitchen knife related injuries. http://t.co/Z7VvyNNznN","Sat Oct 17 22:30:07 +0000 2015",24462,66724
